Date,Total Consumption [MWh],Average Consumption [MW],Storage Cycle [MWh]
2021-08-18,1383692.5,57653.85,84372.04
2021-08-19,1378424.5,57434.35,81900.54
2021-08-20,1323279.0,55136.63,75130.38
2021-08-21,1128037.75,47001.57,47219.66
2021-08-22,1061484.0,44228.5,53606.75
2021-08-23,1327666.5,55319.44,110697.19
2021-08-24,1357417.0,56559.04,77967.42
2021-08-25,1369220.0,57050.83,89018.25
2021-08-26,1375068.25,57294.51,83323.1
2021-08-27,1348818.0,56200.75,78329.75
2021-08-28,1160029.5,48334.56,49073.38
2021-08-29,1091119.75,45463.32,59669.3
2021-08-30,1362829.0,56784.54,109359.88
2021-08-31,1401041.75,58376.74,86139.15
2021-09-01,1380738.75,57530.78,81829.78
2021-09-02,1359133.5,56630.56,77593.81
2021-09-03,1349930.0,56247.08,75342.08
2021-09-04,1153100.25,48045.84,45149.34
2021-09-05,1066045.25,44418.55,49542.77
2021-09-06,1312840.5,54701.69,96568.19
2021-09-07,1357297.0,56554.04,84887.92
2021-09-08,1371728.0,57155.33,84377.75
2021-09-09,1384678.0,57694.92,83722.5
2021-09-10,1370954.75,57123.11,78582.65
2021-09-11,1164443.75,48518.49,51908.4
2021-09-12,1087496.25,45312.34,54082.69
2021-09-13,1328898.25,55370.76,96357.09
2021-09-14,1375066.5,57294.44,87473.69
2021-09-15,1417440.0,59060.0,94834.0
2021-09-16,1422782.75,59282.61,88996.9
2021-09-17,1372606.0,57191.92,79615.92
2021-09-18,1184225.5,49342.73,49349.54
2021-09-19,1087337.0,45305.71,53551.58
2021-09-20,1331226.5,55467.77,105099.94
2021-09-21,1381277.0,57553.21,94574.12
2021-09-22,1393977.5,58082.4,79827.06
2021-09-23,1443232.25,60134.68,91485.34
2021-09-24,1427202.75,59466.78,78603.31
2021-09-25,1210412.5,50433.85,39110.65
2021-09-26,1108254.0,46177.25,60639.5
2021-09-27,1383049.5,57627.06,108085.31
2021-09-28,1397790.5,58241.27,83420.46
2021-09-29,1432737.5,59697.4,99729.56
2021-09-30,1450944.0,60456.0,77993.75
2021-10-01,1430509.75,59604.57,78350.16
2021-10-02,1219114.25,50796.43,45884.59
2021-10-03,1194195.0,49758.13,53589.0
2021-10-04,1387679.75,57819.99,104377.16
2021-10-05,1442508.25,60104.51,96362.35
2021-10-06,1445623.25,60234.3,84989.27
2021-10-07,1415006.25,58958.59,88539.44
2021-10-08,1386036.0,57751.5,79442.75
2021-10-09,1207735.25,50322.3,45565.52
2021-10-10,1143861.0,47660.88,47700.75
2021-10-11,1435089.25,59795.39,107008.22
2021-10-12,1501666.5,62569.44,90638.38
2021-10-13,1483191.25,61799.64,83891.72
2021-10-14,1511433.75,62976.41,91984.06
2021-10-15,1502434.0,62601.42,79504.42
2021-10-16,1282153.5,53423.06,42752.38
2021-10-17,1186900.5,49454.19,46783.88
2021-10-18,1423143.25,59297.64,101230.47
2021-10-19,1503658.75,62652.45,95714.03
2021-10-20,1539316.0,64138.17,91261.42
2021-10-21,1552980.5,64707.52,95191.96
2021-10-22,1529885.5,63745.23,83234.54
2021-10-23,1300675.25,54194.8,39278.82
2021-10-24,1181898.0,49245.75,54621.0
2021-10-25,1466038.5,61084.94,93291.5
2021-10-26,1513658.5,63069.1,89990.44
2021-10-27,1534394.75,63933.11,85956.65
2021-10-28,1505753.0,62739.71,77884.87
2021-10-29,1490027.25,62084.47,70749.69
2021-10-30,1290667.5,53777.81,52135.38
2021-10-31,1222792.25,50949.68,31708.48
2021-11-01,1299102.5,54129.27,70798.96
2021-11-02,1439240.75,59968.36,96658.65
2021-11-03,1475751.0,61489.63,90336.75
2021-11-04,1542819.75,64284.16,112034.16
2021-11-05,1543997.75,64333.24,80081.4
2021-11-06,1342282.75,55928.45,49435.73
2021-11-07,1281673.25,53403.05,55235.52
2021-11-08,1488997.5,62041.56,104478.88
2021-11-09,1542225.75,64259.41,93411.91
2021-11-10,1565817.75,65242.41,81703.81
2021-11-11,1502227.75,62592.82,85697.98
2021-11-12,1479782.0,61657.58,88627.08
2021-11-13,1329774.0,55407.25,50304.25
2021-11-14,1173377.0,48890.71,61604.83
2021-11-15,1447698.75,60320.78,109388.81
2021-11-16,1482763.5,61781.81,93580.63
2021-11-17,1515202.5,63133.44,98609.13
2021-11-18,1545255.75,64385.66,91264.56
2021-11-19,1513764.25,63073.51,85030.61
2021-11-20,1349880.25,56245.01,54277.85
2021-11-21,1271478.75,52978.28,54127.31
2021-11-22,1524347.0,63514.46,110169.62
2021-11-23,1566550.0,65272.92,73637.92
2021-11-24,1542644.5,64276.85,86845.79
2021-11-25,1597633.75,66568.07,93412.73
2021-11-26,1578000.25,65750.01,87696.1
2021-11-27,1383628.5,57651.19,53554.63
2021-11-28,1287098.25,53629.09,60696.94
2021-11-29,1566144.5,65256.02,112514.94
2021-11-30,1684633.25,70193.05,105213.32
2021-12-01,1659684.25,69153.51,109067.1
2021-12-02,1660388.0,69182.83,100662.83
2021-12-03,1668688.5,69528.69,91764.88
2021-12-04,1417844.0,59076.83,49219.33
2021-12-05,1317026.0,54876.08,58088.83
2021-12-06,1574669.0,65611.21,106901.63
2021-12-07,1638654.25,68277.26,93025.35
2021-12-08,1664419.75,69350.82,94907.73
2021-12-09,1603792.0,66824.67,94524.42
2021-12-10,1577137.5,65714.06,86359.94
2021-12-11,1387483.5,57811.81,60919.19
2021-12-12,1321863.75,55077.66,62934.31
2021-12-13,1529847.5,63743.65,107117.21
2021-12-14,1572354.5,65514.77,90990.21
2021-12-15,1580294.0,65845.58,98068.33
2021-12-16,1560265.25,65011.05,92387.27
2021-12-17,1519454.5,63310.6,80207.79
2021-12-18,1374792.0,57283.0,65985.25
2021-12-19,1307608.75,54483.7,61745.73
2021-12-20,1481756.5,61739.85,92470.29
2021-12-21,1487669.25,61986.22,77967.69
2021-12-22,1498890.5,62453.77,75695.46
2021-12-23,1459019.5,60792.48,72846.54
2021-12-24,1267464.75,52811.03,59244.59
2021-12-25,1155764.25,48156.84,56793.69
2021-12-26,1186392.25,49433.01,51735.85
2021-12-27,1341080.0,55878.33,79943.83
2021-12-28,1349066.25,56211.09,73332.03
2021-12-29,1266344.25,52764.34,63004.84
2021-12-30,1293385.0,53891.04,77303.42
2021-12-31,1218961.0,50790.04,56288.96
2022-01-01,1073621.75,44734.24,43717.64
2022-01-02,1171325.25,48805.22,69903.63
2022-01-03,1427590.75,59482.95,113356.03
2022-01-04,1474239.25,61426.64,87996.6
2022-01-05,1553873.75,64744.74,97666.65
2022-01-06,1468356.25,61181.51,54348.59
2022-01-07,1541696.0,64237.33,83777.08
2022-01-08,1387254.5,57802.27,63280.71
2022-01-09,1318208.5,54925.35,50689.69
2022-01-10,1522590.75,63441.28,106012.78
2022-01-11,1577593.75,65733.07,83981.98
2022-01-12,1585195.25,66049.8,85829.52
2022-01-13,1633852.25,68077.18,87379.52
2022-01-14,1612225.0,67176.04,76188.21
2022-01-15,1363028.75,56792.86,45875.76
2022-01-16,1336592.75,55691.36,75682.01
2022-01-17,1615380.25,67307.51,109268.1
2022-01-18,1575789.5,65657.9,81127.21
2022-01-19,1642678.0,68444.92,94065.67
2022-01-20,1669932.75,69580.53,88854.81
2022-01-21,1649928.0,68747.0,74647.25
2022-01-22,1398233.75,58259.74,44651.64
2022-01-23,1267514.75,52813.11,55596.15
2022-01-24,1532793.75,63866.41,108826.31
2022-01-25,1592998.25,66374.93,86762.02
2022-01-26,1636441.0,68185.04,94737.92
2022-01-27,1657025.5,69042.73,89114.29
2022-01-28,1620360.0,67515.0,75953.0
2022-01-29,1428434.0,59518.08,57231.33
2022-01-30,1290086.5,53753.6,52812.54
2022-01-31,1600877.5,66703.23,112821.31
2022-02-01,1668475.25,69519.8,99295.52
2022-02-02,1617948.25,67414.51,80142.35
2022-02-03,1593691.75,66403.82,86601.23
2022-02-04,1577203.25,65716.8,91862.77
2022-02-05,1407025.0,58626.04,46888.42
2022-02-06,1347718.5,56154.94,58685.13
2022-02-07,1578297.5,65762.4,96742.96
2022-02-08,1627062.75,67794.28,84848.06
2022-02-09,1592027.5,66334.48,83240.54
2022-02-10,1567824.25,65326.01,87920.6
2022-02-11,1584015.75,66000.66,87506.56
2022-02-12,1383307.75,57637.82,46816.3
2022-02-13,1298961.5,54123.4,46870.15
2022-02-14,1562946.5,65122.77,94950.21
2022-02-15,1592294.25,66345.59,87195.34
2022-02-16,1610444.25,67101.84,85522.69
2022-02-17,1589912.75,66246.36,82296.9
2022-02-18,1543321.5,64305.06,78592.13
2022-02-19,1370521.0,57105.04,49382.42
2022-02-20,1288488.25,53687.01,62547.6
2022-02-21,1561554.5,65064.77,103193.44
2022-02-22,1591596.0,66316.5,75593.0
2022-02-23,1556826.0,64867.75,70244.0
2022-02-24,1594345.0,66431.04,78582.42
2022-02-25,1587976.75,66165.7,74916.68
2022-02-26,1316337.75,54847.41,38253.22
2022-02-27,1240203.0,51675.13,41683.13
2022-02-28,1474928.25,61455.34,86380.84
2022-03-01,1545071.5,64377.98,62679.56
2022-03-02,1519600.75,63316.7,73424.23
2022-03-03,1517724.0,63238.5,71393.75
2022-03-04,1513521.5,63063.4,70961.46
2022-03-05,1331665.25,55486.05,36567.37
2022-03-06,1238151.75,51589.66,49341.56
2022-03-07,1483780.0,61824.17,94217.0
2022-03-08,1516066.0,63169.42,69710.92
2022-03-09,1494141.25,62255.89,68005.22
2022-03-10,1501710.25,62571.26,71566.08
2022-03-11,1521653.5,63402.23,67186.31
2022-03-12,1312218.75,54675.78,38053.09
2022-03-13,1206638.5,50276.6,41691.85
2022-03-14,1461201.5,60883.4,94527.21
2022-03-15,1487434.25,61976.43,82298.02
2022-03-16,1484016.0,61834.0,82092.5
2022-03-17,1521633.25,63401.39,79007.1
2022-03-18,1461823.5,60909.31,71276.88
2022-03-19,1302524.0,54271.83,41441.25
2022-03-20,1227260.0,51135.83,48650.83
2022-03-21,1433483.5,59728.48,83182.83
2022-03-22,1445901.25,60245.89,66499.22
2022-03-23,1431683.0,59653.46,74535.92
2022-03-24,1425642.5,59401.77,72007.69
2022-03-25,1408622.5,58692.6,71278.94
2022-03-26,1244095.5,51837.31,37359.75
2022-03-27,1082911.75,45121.32,71670.66
2022-03-28,1402282.5,58428.44,94277.94
2022-03-29,1445175.0,60215.63,79650.38
2022-03-30,1446905.25,60287.72,86147.72
2022-03-31,1504360.25,62681.68,88000.09
2022-04-01,1573449.25,65560.39,83245.1
2022-04-02,1356874.0,56536.42,44174.0
2022-04-03,1212253.75,50510.57,48445.48
2022-04-04,1519576.5,63315.69,104027.69
2022-04-05,1539742.25,64155.93,73283.52
2022-04-06,1518847.75,63285.32,89534.66
2022-04-07,1542755.75,64281.49,83136.15
2022-04-08,1500097.25,62504.05,62742.72
2022-04-09,1319328.25,54972.01,43915.35
2022-04-10,1212591.75,50524.66,42944.06
2022-04-11,1401054.75,58377.28,78889.28
2022-04-12,1417620.25,59067.51,74244.84
2022-04-13,1395009.25,58125.39,63176.85
2022-04-14,1360803.25,56700.14,72018.35
2022-04-15,1131323.5,47138.48,42909.56
2022-04-16,1126939.5,46955.81,48117.56
2022-04-17,1042512.5,43438.02,33619.25
2022-04-18,1040436.25,43351.51,40434.85
2022-04-19,1312157.25,54673.22,101712.47
2022-04-20,1380227.25,57509.47,76713.47
2022-04-21,1402966.0,58456.92,77396.25
2022-04-22,1396968.25,58207.01,72888.6
2022-04-23,1219681.25,50820.05,43791.92
2022-04-24,1157087.5,48211.98,54086.29
2022-04-25,1369610.5,57067.1,94663.69
2022-04-26,1409300.5,58720.85,81869.44
2022-04-27,1385811.0,57742.13,75270.38
2022-04-28,1378018.0,57417.42,71531.75
2022-04-29,1357009.5,56542.06,70409.63
2022-04-30,1177777.25,49074.05,44432.52
2022-05-01,1053437.5,43893.23,46187.54
2022-05-02,1314919.75,54788.32,104564.16
2022-05-03,1380631.75,57526.32,76409.41
2022-05-04,1370501.75,57104.24,79438.66
2022-05-05,1382028.5,57584.52,81642.44
2022-05-06,1360650.25,56693.76,73077.6
2022-05-07,1180392.25,49183.01,44360.09
2022-05-08,1068776.25,44532.34,47804.44
2022-05-09,1336602.25,55691.76,97813.34
2022-05-10,1425472.5,59394.69,85305.38
2022-05-11,1411449.0,58810.38,90505.0
2022-05-12,1402801.0,58450.04,78916.38
2022-05-13,1392475.75,58019.82,82211.23
2022-05-14,1183286.75,49303.61,40918.9
2022-05-15,1062627.5,44276.15,48432.96
2022-05-16,1360394.5,56683.1,105351.44
2022-05-17,1399082.5,58295.1,83353.19
2022-05-18,1409719.5,58738.31,78481.88
2022-05-19,1409345.75,58722.74,78269.9
2022-05-20,1387676.5,57819.85,75272.79
2022-05-21,1214343.25,50597.64,47460.24
2022-05-22,1044502.5,43520.94,50897.13
2022-05-23,1341541.5,55897.56,108825.81
2022-05-24,1392884.25,58036.84,74104.78
2022-05-25,1333490.0,55562.08,82359.33
2022-05-26,1141106.25,47546.09,36079.84
2022-05-27,1237170.5,51548.77,76122.19
2022-05-28,1160117.75,48338.24,51178.9
2022-05-29,1059167.5,44131.98,48319.04
2022-05-30,1310272.5,54594.69,99014.44
2022-05-31,1348164.25,56173.51,80151.35
2022-06-01,1325090.5,55212.1,82390.54
2022-06-02,1338868.75,55786.2,79868.73
2022-06-03,1318118.25,54921.59,77721.94
2022-06-04,1112913.0,46371.38,43293.25
2022-06-05,1009399.25,42058.3,43386.27
2022-06-06,1054022.75,43917.61,47095.9
2022-06-07,1293819.25,53909.14,105213.22
2022-06-08,1327411.25,55308.8,84707.02
2022-06-09,1342905.0,55954.38,81910.0
2022-06-10,1316204.75,54841.86,75184.51
2022-06-11,1141021.75,47542.57,51544.3
2022-06-12,1052121.5,43838.4,53642.46
2022-06-13,1311175.25,54632.3,98950.27
2022-06-14,1328850.5,55368.77,76488.96
2022-06-15,1306657.75,54444.07,78950.73
2022-06-16,1168152.0,48673.0,54715.75
2022-06-17,1233958.25,51414.93,73371.02
2022-06-18,1150383.25,47932.64,49041.85
2022-06-19,1080896.5,45037.35,49012.19
2022-06-20,1299298.25,54137.43,98155.84
2022-06-21,1344534.5,56022.27,77153.21
2022-06-22,1330090.0,55420.42,83430.17
2022-06-23,1330609.0,55442.04,82466.67
2022-06-24,1352081.5,56336.73,75140.52
2022-06-25,1135073.75,47294.74,42837.39
2022-06-26,1043500.5,43479.19,48864.38
2022-06-27,1303691.0,54320.46,102755.87
2022-06-28,1323530.5,55147.1,77893.04
2022-06-29,1330941.75,55455.91,79140.56
2022-06-30,1353219.25,56384.14,80661.35
2022-07-01,1327900.0,55329.17,69330.58
2022-07-02,1134153.5,47256.4,44857.6
2022-07-03,1054508.75,43937.86,48284.9
2022-07-04,1297996.75,54083.2,97929.53
2022-07-05,1340034.75,55834.78,86966.56
2022-07-06,1333375.75,55557.32,81376.73
2022-07-07,1376879.75,57369.99,88435.9
2022-07-08,1328858.0,55369.08,73273.17
2022-07-09,1147269.25,47802.89,47439.24
2022-07-10,1073834.25,44743.09,49147.94
2022-07-11,1268672.5,52861.35,92022.04
2022-07-12,1290589.75,53774.57,85515.23
2022-07-13,1345389.0,56057.88,86885.75
2022-07-14,1342211.5,55925.48,82343.54
2022-07-15,1314699.25,54779.14,72270.99
2022-07-16,1135754.5,47323.1,51097.15
2022-07-17,1024228.5,42676.19,47125.63
2022-07-18,1250666.5,52111.1,97535.44
2022-07-19,1308538.0,54522.42,85808.25
2022-07-20,1371302.5,57137.6,79867.65
2022-07-21,1345803.75,56075.16,71388.72
2022-07-22,1283900.0,53495.83,71950.92
2022-07-23,1105330.75,46055.45,47900.93
2022-07-24,1027227.5,42801.15,49287.96
2022-07-25,1318715.5,54946.48,107750.29
2022-07-26,1311354.0,54639.75,76490.0
2022-07-27,1280269.75,53344.57,78168.48
2022-07-28,1283556.25,53481.51,77965.35
2022-07-29,1279847.75,53326.99,70236.14
2022-07-30,1076262.75,44844.28,43381.78
2022-07-31,1007432.0,41976.33,49714.83
2022-08-01,1237755.25,51573.14,93812.22
2022-08-02,1273471.0,53061.29,80847.42
2022-08-03,1287447.5,53643.65,85850.96
2022-08-04,1296506.0,54021.08,85044.75
2022-08-05,1284823.5,53534.31,77484.94
2022-08-06,1105282.25,46053.43,43218.95
2022-08-07,993935.5,41413.98,45254.04
2022-08-08,1214435.0,50601.46,90173.87
2022-08-09,1257890.0,52412.08,75824.5
2022-08-10,1262831.0,52617.96,75779.83
2022-08-11,1265097.0,52712.38,75834.75
2022-08-12,1239532.75,51647.2,72417.23
2022-08-13,1082835.75,45118.16,45066.06
2022-08-14,1027536.5,42814.02,52759.96
2022-08-15,1233029.75,51376.24,81401.41
2022-08-16,1261603.25,52566.8,79807.72
2022-08-17,1277636.25,53234.84,79875.34
2022-08-18,1290825.0,53784.38,80004.38
2022-08-19,1259087.5,52461.98,69676.27
2022-08-20,1069462.0,44560.92,41956.67
2022-08-21,985551.0,41064.63,44529.75
2022-08-22,1219705.0,50821.04,97931.88
2022-08-23,1271732.5,52988.85,80853.69
2022-08-24,1276221.25,53175.89,77227.47
2022-08-25,1298038.75,54084.95,84276.78
2022-08-26,1279438.25,53309.93,75286.77
2022-08-27,1092538.5,45522.44,46015.88
2022-08-28,1015433.0,42309.71,48416.83
2022-08-29,1231457.0,51310.71,89614.62
2022-08-30,1265389.0,52724.54,80578.38
2022-08-31,1285964.0,53581.83,79288.08
2022-09-01,1271217.75,52967.41,76162.66
2022-09-02,1277309.25,53221.22,75913.72
2022-09-03,1133627.25,47234.47,41280.97
2022-09-04,1035118.75,43129.95,48940.73
2022-09-05,1299384.0,54141.0,98695.25
2022-09-06,1340890.5,55870.44,74906.63
2022-09-07,1323631.0,55151.29,79806.38
2022-09-08,1342689.75,55945.41,85304.31
2022-09-09,1291041.5,53793.4,73352.96
2022-09-10,1100328.75,45847.03,44255.31
2022-09-11,1001190.5,41716.27,49879.46
2022-09-12,1229429.75,51226.24,95488.41
2022-09-13,1319120.5,54963.35,81541.79
2022-09-14,1311861.75,54660.91,81501.56
2022-09-15,1333254.0,55552.25,86494.25
2022-09-16,1343967.0,55998.63,80588.25
2022-09-17,1164275.25,48511.47,47329.44
2022-09-18,1085382.25,45224.26,53827.85
2022-09-19,1299582.0,54149.25,96400.75
2022-09-20,1298388.5,54099.52,75352.71
2022-09-21,1279650.5,53318.77,78806.19
2022-09-22,1280772.5,53365.52,77746.42
2022-09-23,1271774.5,52990.6,71890.19
2022-09-24,1117747.5,46572.81,47037.38
2022-09-25,1023631.5,42651.31,52632.13
2022-09-26,1325928.5,55247.02,109469.44
2022-09-27,1337313.75,55721.41,83540.81
2022-09-28,1313740.5,54739.19,84178.38
2022-09-29,1312431.25,54684.64,80753.35
2022-09-30,1289608.0,53733.67,74684.42
2022-10-01,1187626.5,49484.44,48310.88
2022-10-02,1090132.0,45422.17,50301.17
2022-10-03,1076288.5,44845.35,54949.15
2022-10-04,1299450.25,54143.76,96585.84
2022-10-05,1359047.5,56626.98,88069.04
2022-10-06,1364971.5,56873.81,79935.63
2022-10-07,1346782.75,56115.95,77507.23
2022-10-08,1161764.25,48406.84,53473.94
2022-10-09,1067681.75,44486.74,52482.9
2022-10-10,1317066.0,54877.75,99026.5
2022-10-11,1341291.75,55887.16,84694.56
2022-10-12,1351219.0,56300.79,82368.92
2022-10-13,1346341.75,56097.57,82323.73
2022-10-14,1334079.0,55586.63,77144.25
2022-10-15,1154120.75,48088.36,46882.65
2022-10-16,1093056.0,45544.0,55549.75
2022-10-17,1314434.25,54768.09,106860.09
2022-10-18,1371587.0,57149.46,87110.83
2022-10-19,1363498.5,56812.44,88455.38
2022-10-20,1403599.25,58483.3,93924.52
2022-10-21,1360023.25,56667.64,79992.85
2022-10-22,1164014.5,48500.6,53443.54
2022-10-23,1075826.75,44826.11,57654.15
2022-10-24,1351823.0,56325.96,104663.33
2022-10-25,1366922.75,56955.11,84019.4
2022-10-26,1361626.75,56734.45,90453.73
2022-10-27,1369388.5,57057.85,86467.04
2022-10-28,1354196.5,56424.85,83685.29
2022-10-29,1154773.0,48115.54,48399.92
2022-10-30,1101479.5,45894.98,28093.48
2022-10-31,1174874.75,48953.11,77242.15
2022-11-01,1182760.75,49281.7,65189.98
2022-11-02,1373683.0,57236.79,108836.92
2022-11-03,1402386.5,58432.77,92408.21
2022-11-04,1362660.25,56777.51,82460.1
2022-11-05,1189852.25,49577.18,52528.27
2022-11-06,1137209.5,47383.73,61337.27
2022-11-07,1391202.25,57966.76,106299.85
2022-11-08,1417722.0,59071.75,88853.5
2022-11-09,1408860.25,58702.51,87088.6
2022-11-10,1405265.75,58552.74,89026.4
2022-11-11,1390372.5,57932.19,83697.06
2022-11-12,1184353.25,49348.05,47808.52
2022-11-13,1118154.0,46589.75,63031.75
2022-11-14,1386036.5,57751.52,101587.96
2022-11-15,1405124.75,58546.86,88114.65
2022-11-16,1415281.5,58970.06,87581.13
2022-11-17,1462064.5,60919.35,98938.04
2022-11-18,1413015.75,58875.66,80822.22
2022-11-19,1219152.25,50798.01,54454.86
2022-11-20,1141052.75,47543.86,59404.51
2022-11-21,1383230.75,57634.61,98864.78
2022-11-22,1438757.75,59948.24,88651.9
2022-11-23,1432847.25,59701.97,85813.69
2022-11-24,1432466.25,59686.09,90345.69
2022-11-25,1398881.25,58286.72,78806.16
2022-11-26,1199897.75,49995.74,48403.9
2022-11-27,1144039.5,47668.31,59850.94
2022-11-28,1408333.5,58680.56,106400.63
2022-11-29,1420521.75,59188.41,90075.81
2022-11-30,1457132.25,60713.84,84350.94
2022-12-01,1476035.75,61501.49,82919.4
2022-12-02,1478664.75,61611.03,81659.81
2022-12-03,1298398.5,54099.94,44315.5
2022-12-04,1224761.75,51031.74,55732.65
2022-12-05,1468176.25,61174.01,97984.6
2022-12-06,1463884.25,60995.18,77212.52
2022-12-07,1474905.5,61454.4,81658.71
2022-12-08,1472495.5,61353.98,75824.04
2022-12-09,1469162.25,61215.09,71104.03
2022-12-10,1311153.75,54631.41,44914.72
2022-12-11,1240200.75,51675.03,49845.84
2022-12-12,1481935.75,61747.32,91657.66
2022-12-13,1537631.5,64067.98,71651.54
2022-12-14,1546607.0,64441.96,75508.08
2022-12-15,1539428.25,64142.84,68086.94
2022-12-16,1506285.25,62761.89,63745.99
2022-12-17,1356325.75,56513.57,46811.8
2022-12-18,1286190.75,53591.28,53542.31
2022-12-19,1483205.25,61800.22,78205.44
2022-12-20,1448686.0,60361.92,73922.83
2022-12-21,1376978.5,57374.1,71117.04
2022-12-22,1367053.5,56960.56,59814.13
2022-12-23,1276137.0,53172.38,58229.0
2022-12-24,1115925.5,46496.9,42245.6
2022-12-25,1064291.25,44345.47,47411.19
2022-12-26,1089287.0,45386.96,55366.04
2022-12-27,1211492.5,50478.85,73399.29
2022-12-28,1223469.75,50977.91,62282.22
2022-12-29,1227059.75,51127.49,62382.89
2022-12-30,1188466.75,49519.45,63797.73
2022-12-31,1111611.0,46317.13,51801.88
